[ 2012-05-31T02:53:43+08:00 ] /favicon.ico | ERR: (ThinkException) 无法加载模块
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/60/26/6026dc5d05fb5039f02e92e42c4d02bd.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/17/13/171330f137d83c386bd4435bc59da7d9.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/53/41/53411552b785ec7f995c83eca212ef67.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/2f/ae/2fae72291986bfde7762dfab2c9f5a52.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/d4/1b/d41bbcf42ff2bc22eed507b2cafe9f6e.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/6e/af/6eaff3e87d725c7d5c24b13b82a000a0.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/ac/5d/ac5dbe6e86a6332ea824b7a9f4909a60.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/d5/d3/d5d38662efb6b4bcb618bc97ddc9f6af.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/98/eb/98eb4478661587e39d4d074dc8cd0764.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/7b/f5/7bf58c4c496eac3903ec366c56faa73e.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/76/83/76830354f79bf265db3004097d962630.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/91/89/91895211c2faf1bd2552290125ac7ee3.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/d2/59/d2598e2ee21543e77bcfcc075b15c723.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/b5/5d/b55db63ff99a68d458b4cb4df4e28509.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/ed/bf/edbfddca8a6d8d585deb210ceb0c7191.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/e4/03/e4036d8b518e267d501853a27ca8499e.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/bd/15/bd1501c21f513a4bbde1b2793db82f51.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/01/47/0147d5d40873a9736028f46a550f7df5.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/1f/4a/1f4a2274b148c9d24f5f1074d7631868.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/af/f1/aff11c30854dc9e216ea2ed5abc3cd6d.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/a9/56/a9563d60d80de0e0d0b8d8c2aab8351e.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/c7/08/c708ea8164d5e8ffa15b18c0abd8fdfa.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/9f/d1/9fd115421ff3866e38a5379b3b22eaf4.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/a8/7e/a87e678b11eb13f9bcdd347661b9521f.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/d1/45/d1451ca414fde61c3831d6b508a91250.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/62/57/62573e3d1be2e22dd6399bc229a3137e.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/65/d4/65d4e9dee8b9db66fb24f0dc24aa2e0d.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/be/42/be42f3645467d8ac28749cf8b40532ae.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/93/c3/93c356fb907ac412172865c79d9ffcd0.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/39/de/39def8716ad872dad78379465e237169.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/92/95/9295a7da862e98dd1d77f7a54e88d863.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/35/a5/35a54827ac6b134b6bca1186c2f2f19b.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:34+08:00 ] /taobao/index.php | NOTIC: [2] filemtime() [<a href='function.filemtime'>function.filemtime</a>]: stat failed for /private/tmp/LtAutoloader-token-cache/dd/3e/dd3ee40568c44f4b97f664f4050e6144.php Autoloader.php 第 277 行.
[ 2012-05-31T21:28:37+08:00 ] /taobao/index.php/index/tbLogin | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2012-05-31T21:28:37+08:00 ] /taobao/index.php/Login/login.html | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2012-05-31T21:28:37+08:00 ] /taobao/index.php/Login/topLogin.html | NOTIC: [8] Undefined index: top_parameters LoginAction.class.php 第 26 行.
[ 2012-05-31T21:28:37+08:00 ] /taobao/index.php/Login/topLogin.html | NOTIC: [8] Undefined index: top_session LoginAction.class.php 第 27 行.
[ 2012-05-31T21:28:37+08:00 ] /taobao/index.php/Login/topLogin.html | NOTIC: [8] Undefined index: top_sign LoginAction.class.php 第 28 行.
[ 2012-05-31T21:30:50+08:00 ] /taobao/Login/login.html?top_appkey=12661652&top_parameters=ZXhwaXJlc19pbj04NjQwMCZpZnJhbWU9MSZyZV9leHBpcmVzX2luPTE1NTUyMDAwJnJlZnJlc2hfdG9rZW49NjEwMGEwNjU0ZGIwNWMxYjNlYTI2NmU0NTkxMzgwZGNkNjM4NTA3MDg5NmQ4ZjM4ODc5MzAwODQmdHM9MTMzODQ3MTA1MDY5MiZ2aXNpdG9yX2lkPTg4NzkzMDA4NCZ2aXNpdG9yX25pY2s9ZWR3b3JkMjAxMg%3D%3D&top_session=6102306007cc22171c2f93eb0b0552dd272c68bf481f5d3887930084&top_sign=uly4M0A9fTgKPSzdjkXTsA%3D%3D | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2012-05-31T21:30:50+08:00 ] /taobao/index.php/Login/topLogin/top_appkey/12661652/top_parameters/ZXhwaXJlc19pbj04NjQwMCZpZnJhbWU9MSZyZV9leHBpcmVzX2luPTE1NTUyMDAwJnJlZnJlc2hfdG9rZW49NjEwMGEwNjU0ZGIwNWMxYjNlYTI2NmU0NTkxMzgwZGNkNjM4NTA3MDg5NmQ4ZjM4ODc5MzAwODQmdHM9MTMzODQ3MTA1MDY5MiZ2aXNpdG9yX2lkPTg4NzkzMDA4NCZ2aXNpdG9yX25pY2s9ZWR3b3JkMjAxMg==/top_session/6102306007cc22171c2f93eb0b0552dd272c68bf481f5d3887930084/top_sign/uly4M0A9fTgKPSzdjkXTsA==.html | NOTIC: [8] Undefined variable: group functions.php 第 94 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | ERR: (ThinkException) 非法操作Public
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: file ThinkException.class.php 第 73 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: line ThinkException.class.php 第 74 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [2] file() [<a href='function.file'>function.file</a>]: Filename cannot be empty ThinkException.class.php 第 75 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: file ThinkException.class.php 第 79 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: line ThinkException.class.php 第 79 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Array to string conversion ThinkException.class.php 第 81 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: file ThinkException.class.php 第 79 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: line ThinkException.class.php 第 79 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: class ThinkException.class.php 第 80 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Undefined index: type ThinkException.class.php 第 80 行.
[ 2012-05-31T21:30:51+08:00 ] /taobao/index.php/Index/Public/public.js | NOTIC: [8] Array to string conversion ThinkException.class.php 第 81 行.
